default_label,age,gender,edu,housing,income,job_occupation,past_bad_credit,married
0,63,1,1,1,5895.487436,2,1,1
0,55,0,2,1,1920.3405,0,1,0
0,19,0,1,0,5512.042,1,1,0
0,23,0,3,1,15981.41904,1,1,0
0,32,0,0,1,1204.386714,0,1,1
0,30,1,1,1,2136.959732,0,1,1
0,33,1,2,0,10822.27194,0,0,1
0,35,1,3,0,3865.161632,0,1,1
0,55,0,2,0,6433.128766,0,1,1
0,29,1,1,0,2505.276024,1,1,0
0,31,1,2,1,7864.426304,0,1,0
0,62,1,2,1,4893.82058,0,1,1
0,64,1,3,1,18734.60434,2,1,0
0,49,1,1,1,9333.015638,0,1,1
0,63,0,3,1,10625.22966,0,1,0
0,64,0,0,1,1354.212266,0,1,1
0,19,0,2,0,15864.51248,0,1,0
0,30,1,1,1,5749.618145,0,1,0
0,43,0,1,1,5951.403916,1,0,0
0,61,1,4,1,3403.177307,2,1,1
0,52,1,2,1,5046.802061,0,1,1
0,35,1,1,1,3882.264356,0,1,0
0,25,0,1,0,10989.48644,1,1,1
1,17,0,3,0,22742.14579,0,1,0
0,59,1,1,1,1323.463418,0,1,1
0,29,0,3,0,3619.792077,0,1,1
0,36,0,1,1,8867.392784,0,1,1
0,39,1,1,1,2168.268794,0,1,1
0,31,1,2,1,9480.687239,0,1,1
0,39,0,2,1,7309.56741,1,1,0
0,23,1,2,1,8438.384899,0,1,1
0,58,1,3,1,4351.537342,0,1,1
0,49,1,0,1,1274.816994,0,1,1
0,62,0,1,1,7347.160141,1,1,1
0,36,0,0,1,10250.65435,0,1,1
0,47,0,2,1,10641.197,1,1,1
0,27,1,2,0,20429.84828,0,1,1
0,26,0,3,1,11008.98005,0,0,0
0,51,0,2,1,7100.527753,0,1,0
0,36,0,1,0,2859.48296,0,1,0
0,59,0,1,1,2795.062003,1,1,1
0,46,0,2,0,5048.80734,0,1,1
0,49,1,1,1,1979.283407,1,0,0
0,42,0,2,1,11854.18328,1,1,1
0,22,1,2,0,2483.905676,0,1,1
0,25,1,2,0,12099.43838,0,1,0
0,33,0,2,1,15932.72605,1,1,1
0,48,0,1,1,3302.584534,0,1,1
0,50,0,0,0,1362.570348,0,1,1
0,36,1,1,0,1274.499951,0,1,0
0,37,1,1,1,12009.27715,0,1,0
0,44,0,1,1,6438.087962,0,1,0
0,19,0,2,0,7182.178655,0,1,0
0,62,1,1,1,2131.952943,0,1,0
0,17,1,2,0,11476.59658,0,1,0
0,64,0,0,0,1026.963617,0,1,0
0,33,0,2,1,15656.30928,0,1,1
0,44,1,2,1,1460.941704,0,0,1
0,55,1,1,1,10703.79822,1,1,1
0,57,1,2,1,2684.203782,0,1,1
0,36,1,3,0,8697.277133,1,1,1
0,29,1,2,0,2160.5032,1,1,1
0,39,0,0,1,1324.972843,1,1,1
0,29,1,3,0,2544.476779,0,1,1
1,45,1,1,0,8121.751929,1,1,1
0,55,0,2,1,6897.844688,0,1,0
0,19,0,3,0,11332.2665,0,1,0
0,21,1,1,0,8798.026693,0,1,0
0,38,1,4,0,14481.26235,0,1,0
0,43,1,1,0,877.8948193,0,1,0
0,20,0,0,0,3502.483192,0,1,0
0,25,1,2,0,15544.86818,1,1,0
0,59,0,2,1,14822.9703,0,1,0
0,46,1,2,1,7132.545233,1,1,0
0,66,1,3,1,14110.67022,0,1,1
1,65,1,4,1,25177.74659,0,1,0
0,31,0,1,1,1002.739827,1,1,0
0,53,0,0,1,5373.784456,1,1,0
0,30,1,2,1,18496.44948,0,1,1
0,32,1,0,1,771.2107211,0,1,1
0,28,1,1,0,16373.55389,1,1,0
0,36,1,2,0,9999999.0,0,1,1
0,49,1,3,1,13195.2041,0,1,0
1,64,0,2,1,16367.04807,0,1,0
0,62,1,1,1,3693.480165,0,1,1
0,24,0,2,0,4665.230446,1,1,1
0,52,1,2,1,7782.186378,0,1,0
0,40,0,2,0,10748.91432,0,1,0
0,60,0,2,1,10622.75975,1,1,0
0,23,1,2,0,9378.006485,0,1,1
0,59,0,2,1,1923.542823,0,1,1
0,40,0,0,1,988.6043535,0,1,1
0,31,0,3,0,2698.08276,1,1,0
0,56,0,2,1,17685.67114,0,1,0
0,52,0,1,1,1489.858491,0,1,0
0,36,0,3,0,11836.03957,0,1,1
0,32,0,3,0,6847.677308,0,1,0
0,24,1,2,0,8814.630425,0,1,1
0,21,1,2,0,8596.948281,0,1,0
0,60,0,2,1,1208.333629,1,1,0
0,63,0,2,1,10700.73007,2,1,1
0,28,0,2,1,13164.03076,1,1,0
0,27,1,3,0,3111.951688,0,1,1
0,58,0,2,0,7327.548229,0,1,1
0,58,1,3,1,5242.423541,0,1,1
0,51,1,2,1,2774.973028,0,1,1
0,50,0,1,1,3579.349887,0,1,1
0,52,0,0,1,1240.350323,1,1,0
0,55,0,3,1,22200.70598,2,1,1
0,40,1,4,1,5241.724735,0,1,0
0,24,1,1,0,8777.525139,1,1,1
0,21,0,0,0,1428.151249,0,1,0
0,36,1,0,1,1274.156015,0,1,1
0,53,1,3,1,4805.243927,0,1,1
0,58,1,0,1,1089.799077,1,1,1
0,55,0,2,1,2449.628535,1,1,0
0,62,1,0,1,2320.547963,1,1,0
0,21,1,3,0,2270.704034,0,1,0
0,44,1,4,1,22028.67316,2,1,0
0,21,0,1,0,2934.70622,0,1,0
0,19,0,0,0,1140.806218,1,1,0
0,32,1,1,0,6461.285994,0,1,1
0,37,0,1,0,9819.348884,1,1,1
0,45,1,1,1,5200.316121,0,1,0
0,54,0,1,1,11036.17809,1,1,0
0,47,1,0,1,1457.450864,0,1,0
0,61,1,0,1,1272.409293,1,1,1
0,21,1,1,0,1966.117448,0,1,0
0,25,1,2,0,13028.02339,1,1,0
0,20,0,2,0,4684.767045,1,1,0
0,49,1,2,1,9391.470589,1,1,0
0,60,1,2,1,4316.810983,0,1,0
0,21,0,2,0,2247.866687,0,1,0
0,21,1,3,0,8211.361615,0,1,0
0,66,0,2,1,7238.659802,0,1,1
0,22,1,2,0,6346.278066,0,1,0
0,40,1,0,1,1557.153832,0,1,1
0,54,1,1,1,14336.38413,0,1,0
0,48,0,2,1,11648.54552,1,1,1
0,51,1,2,0,3195.337643,0,1,1
0,44,1,1,1,3785.712716,0,1,1
0,26,1,1,0,1236.190094,0,1,1
0,45,1,3,1,14918.69762,0,1,1
0,43,0,2,1,13185.79503,0,1,0
1,30,1,1,0,5002.534095,0,1,0
0,41,1,1,0,5669.402692,1,1,0
0,45,0,1,1,1405.704231,0,1,1
0,46,0,2,1,18123.98204,1,1,1
1,55,1,3,1,17981.07941,0,1,0
0,47,1,2,0,6540.848528,0,1,1
0,22,0,3,0,18524.44981,0,1,0
0,46,0,2,1,13733.58665,0,1,0
0,18,1,2,0,12014.8661,0,1,0
0,28,0,1,1,7080.498899,0,1,0
0,50,1,2,0,15400.71928,1,1,0
0,19,1,3,0,3113.941193,1,1,0
0,49,1,2,1,1535.805927,0,1,0
0,32,0,1,0,2927.930653,0,1,0
0,58,1,1,1,2346.347685,0,1,0
0,59,1,1,0,3841.465937,0,1,1
0,30,0,1,1,3886.363854,1,1,0
0,26,1,3,1,6732.903412,0,1,0
0,31,0,2,0,6363.014309,1,1,1
0,32,1,2,1,8454.558074,0,1,1
0,22,1,1,0,17354.01556,1,1,1
0,52,1,0,1,2423.954294,0,1,1
0,24,1,3,1,1531.48338,1,1,1
0,36,1,1,0,1682.208106,1,1,0
0,50,0,1,1,4344.051722,0,1,0
0,27,0,0,0,996.2817273,0,1,0
0,22,1,0,0,1386.694783,0,1,0
0,41,0,0,1,2362.013315,0,1,0
0,56,1,3,1,5314.785586,2,0,0
0,63,1,4,1,28904.63194,0,1,1
0,31,0,3,0,31812.35915,0,1,0
0,49,0,0,1,3493.658977,0,1,0
0,52,1,3,1,5826.45943,0,1,0
0,45,1,1,0,1881.481159,0,1,1
0,37,1,1,1,8781.653716,0,1,1
0,65,1,3,1,7889.41871,0,1,1
0,66,1,1,1,2359.536066,2,1,0
0,53,0,0,1,2838.654561,0,1,1
0,17,0,1,0,13443.03202,0,1,0
0,34,0,2,0,8554.33318,0,1,0
0,57,1,0,0,1088.773289,0,1,1
0,23,1,3,0,4695.798296,0,1,1
0,44,0,1,1,3190.347258,0,1,1
0,56,0,1,1,2932.894639,0,1,1
0,66,0,0,1,3975.396845,0,1,0
0,32,1,0,1,1501.474946,1,1,0
0,56,1,1,1,1256.06296,0,1,0
0,60,1,0,1,1243.497518,1,1,1
0,22,0,0,0,1629.273435,0,0,1
0,30,1,2,1,3937.627448,0,1,1
0,55,0,2,1,4385.907583,0,1,1
0,62,1,3,1,32268.38611,0,1,1
0,61,0,2,1,4499.122969,0,1,1
0,38,0,3,1,9236.239188,0,1,1
0,51,0,0,0,728.9672933,0,1,1
0,25,0,2,0,3246.773258,0,1,0
0,23,0,1,0,1864.394783,0,1,0
0,61,0,0,1,7607.321952,0,1,1
0,66,0,3,1,12096.60247,2,1,1
0,26,0,1,0,3915.855064,1,1,1
0,49,0,1,1,4230.599064,0,1,1
0,60,0,1,1,4777.370303,0,1,0
0,36,0,1,1,5647.276766,0,1,0
0,33,1,0,0,5949.435815,0,1,1
0,49,1,1,1,4575.584487,0,1,0
0,19,1,2,0,7011.898344,1,1,0
0,38,0,1,0,2551.74354,0,1,1
0,50,1,2,1,16419.44205,0,1,1
0,62,1,4,1,16185.88294,0,1,1
0,26,0,2,1,2844.610782,0,1,1
0,22,0,2,0,1083.174245,1,1,1
0,55,1,2,1,1489.061072,0,1,1
0,61,1,0,1,1109.891124,0,1,1
0,18,0,3,0,8565.210015,0,1,0
0,29,0,2,1,4386.515073,0,1,1
0,30,1,1,1,8201.122198,0,1,1
1,46,1,3,0,19265.98261,0,1,0
0,52,0,1,1,1483.381267,1,1,0
0,30,0,2,0,14271.85389,0,1,0
0,63,1,0,0,854.1445661,0,1,1
0,66,0,1,0,2782.960781,0,1,0
0,65,0,2,1,3651.952635,0,1,1
0,55,0,2,1,1802.079134,0,0,0
0,42,0,2,1,9105.662507,1,1,1
0,42,0,3,1,7632.571726,0,1,0
0,33,1,1,0,14013.7263,0,1,1
0,59,1,3,1,6641.925185,2,1,1
0,36,1,0,1,1567.489134,0,0,1
0,24,1,2,0,8028.408699,1,1,0
0,55,0,1,1,4297.895331,0,1,0
0,50,1,4,1,1609.390775,2,1,0
0,46,1,2,1,15834.99047,1,1,1
0,48,1,1,1,3419.276716,0,1,0
0,62,0,2,1,10636.78675,0,1,0
0,31,0,1,1,5007.55048,1,1,0
0,29,1,2,1,16328.70067,0,1,1
0,49,0,0,1,1802.419061,1,1,0
0,45,0,1,1,2624.33046,1,1,1
0,42,1,1,1,10769.18192,0,1,0
0,25,1,0,0,930.2602465,1,1,1
0,25,1,1,1,7174.555645,0,1,1
0,55,0,2,1,9369.679019,0,1,0
0,51,1,3,1,4510.513883,0,1,0
0,63,0,2,1,7882.025941,2,1,1
0,46,1,4,1,8443.026486,2,1,0
0,28,1,3,0,5594.781407,1,1,0
0,18,1,3,0,25697.75678,1,1,0
0,37,1,2,1,5967.927983,0,1,0
0,60,0,2,1,13548.24133,0,1,1
0,23,0,3,0,5258.917401,1,1,1
0,56,0,3,1,3417.347304,0,1,0
1,61,1,1,0,5797.462473,0,1,1
0,18,0,1,0,8086.025511,0,0,0
0,63,0,1,1,2504.242793,0,1,0
0,17,1,2,0,5842.964607,1,1,0
0,35,0,2,1,6096.727223,0,1,1
0,62,1,0,1,2970.568389,1,1,0
0,21,0,2,0,3959.561534,0,1,0
0,59,1,2,1,3750.9327,0,1,1
0,47,0,3,1,6890.84549,0,1,1
0,26,1,3,1,3551.881991,0,1,1
0,59,1,2,0,12209.24645,2,1,0
0,29,0,0,0,1039.06964,0,1,1
0,38,1,1,1,8771.98921,0,1,1
0,49,0,1,1,4666.526771,1,1,1
0,58,0,3,1,2551.7599,0,1,1
0,53,0,3,1,4344.465386,1,1,0
0,65,1,3,1,2412.931278,2,1,0
0,59,1,1,1,8901.669976,1,1,0
0,49,1,3,1,20009.20247,0,1,1
0,28,1,2,0,22845.05148,0,1,1
0,37,1,0,1,4972.810975,1,1,1
0,17,1,0,0,10695.5989,0,1,0
0,64,0,3,1,23058.0902,2,1,1
0,55,0,2,1,12830.56693,1,1,0
0,40,0,1,1,5951.644095,0,1,1
0,58,1,0,1,848.6587126,0,1,0
0,54,0,2,1,2696.488931,1,1,1
0,25,0,1,1,3404.850106,0,0,1
0,32,0,2,0,2702.39001,0,1,0
0,9999,1,2,1,20930.59788,1,1,0
0,29,1,2,0,13617.34511,0,1,1
0,17,1,1,0,7706.893977,0,1,0
0,48,1,2,1,15573.24911,0,1,0
0,49,0,0,1,868.8445437,0,1,1
0,23,0,3,0,9053.081681,0,0,1
0,66,1,1,1,9300.837688,0,1,1
0,25,1,0,0,4177.072386,1,1,1
0,29,0,0,1,1938.536454,0,1,0
0,53,0,1,0,8798.704232,0,1,0
0,29,0,1,1,3651.276334,0,1,1
0,25,1,1,0,6639.879146,0,1,0
0,19,1,0,0,1276.85534,0,1,0
0,25,0,2,0,1533.556529,0,1,1
0,47,1,3,1,6367.153972,0,1,1
0,27,0,1,0,6454.458725,1,1,0
0,64,0,2,1,16586.59473,0,1,1
0,59,0,2,1,10774.87423,1,1,1
0,25,1,4,0,15476.00705,0,1,0
0,54,1,2,1,10083.94897,1,1,0
0,65,1,2,1,15122.65683,2,1,0
0,50,0,2,1,6552.74937,1,1,1
0,58,1,1,1,3405.919891,0,0,0
0,35,1,3,0,19400.54318,0,1,1
0,34,0,3,1,4309.072388,0,1,1
0,39,1,3,1,13595.10924,0,1,1
0,50,0,2,1,13084.75252,0,1,0
0,53,0,0,1,2054.307682,1,1,1
0,44,0,3,1,16099.1501,0,1,1
0,57,1,2,1,12659.93436,0,1,0
0,53,0,0,1,2565.989903,1,1,1
0,60,0,3,1,15096.91063,0,1,0
0,58,1,1,1,8005.724559,0,1,1
0,34,1,2,1,2180.19803,0,1,1
0,41,1,2,1,2732.283087,0,1,0
0,65,0,1,1,1924.606305,0,1,1
0,32,1,3,0,4399.250964,1,1,1
0,52,0,2,0,9999999.0,0,1,1
0,59,0,3,1,3512.298111,2,1,1
0,54,0,1,1,2035.572876,0,1,0
0,57,1,2,1,3945.334945,0,1,1
0,44,0,0,1,1816.258038,0,1,1
0,23,0,0,0,1328.812583,1,1,1
0,49,1,1,1,1483.507948,0,1,0
0,32,1,2,0,9357.903814,0,1,0
0,60,0,3,1,7425.706338,0,1,1
0,19,1,3,0,3651.95456,0,1,0
0,28,0,1,0,8118.350429,0,1,1
0,46,0,2,1,22550.64871,0,1,1
0,37,0,0,1,1125.15674,0,1,1
0,23,0,2,0,10594.16396,1,1,0
0,66,0,3,1,15216.48706,0,1,1
0,36,0,1,1,7081.906975,0,1,1
0,50,0,2,1,2691.169373,0,1,0
0,64,0,1,1,10972.44882,0,1,1
0,61,1,3,1,4427.023378,2,1,0
0,28,0,2,0,4871.129468,1,1,1
0,50,1,2,1,2391.317453,0,1,1
0,31,1,2,0,1562.239147,0,1,1
0,56,0,2,1,5061.556115,0,1,1
0,46,0,3,1,20660.25015,0,1,1
0,59,0,1,1,1951.238923,1,1,1
0,48,0,1,1,1432.134357,0,1,1
0,50,0,1,1,11769.6395,1,1,1
0,35,0,0,1,1550.787438,1,1,0
0,55,0,2,0,1641.176704,0,1,0
0,34,1,2,1,5638.027943,1,1,1
0,34,0,0,1,2372.26096,0,1,0
0,53,0,1,1,1932.325523,0,1,1
0,57,0,1,1,2582.565707,0,1,0
0,66,1,2,1,7282.743665,2,1,0
0,54,0,3,0,23078.81575,0,1,1
0,21,0,2,0,2527.25388,1,1,0
0,53,0,1,1,6359.041933,0,1,1
0,50,0,3,0,20621.37909,0,1,1
0,41,0,0,1,7604.003981,1,1,0
0,27,1,1,0,2373.38921,0,1,1
0,66,0,2,1,4753.338718,0,1,1
0,26,0,3,0,6679.055746,0,1,1
0,53,1,0,1,1100.049066,0,1,1
0,55,1,3,1,2856.420172,0,1,0
0,49,1,1,1,3804.354098,0,0,1
0,43,0,2,1,3604.456043,0,1,1
0,54,0,1,1,4896.906992,1,1,1
0,49,0,2,1,5322.81371,1,1,1
0,18,1,2,0,1457.821713,0,1,0
0,20,1,2,0,3757.355721,0,1,0
0,56,0,1,1,8217.982049,0,1,0
0,55,0,0,1,1599.28188,1,1,0
0,38,0,2,1,9524.773809,0,1,0
0,56,1,0,1,4258.329581,0,1,1
0,47,1,0,1,6155.03184,1,1,0
0,35,0,3,1,13666.0247,0,1,0
0,33,0,3,1,6501.547128,0,1,1
0,61,0,0,0,5023.668099,0,1,0
0,60,1,0,1,877.1684256,0,1,0
0,38,1,2,0,10755.10367,1,1,0
0,42,1,4,1,12763.25242,2,1,1
0,66,1,3,1,16962.53379,0,1,0
0,52,1,1,0,5809.168116,0,1,1
0,52,1,3,1,5367.828278,2,1,1
0,63,0,2,1,7450.886245,0,1,1
0,59,0,3,1,7147.531521,0,1,0
0,25,0,1,0,14550.79543,0,1,0
0,64,0,1,1,3557.776559,0,1,0
0,61,1,3,1,21862.93182,2,1,1
0,30,1,4,0,29489.52851,1,1,0
0,28,1,4,1,19122.9199,0,1,1
0,17,1,0,0,1049.758545,0,1,0
0,33,1,3,0,10336.06447,0,1,1
0,46,0,1,1,8145.617578,0,1,1
0,39,1,3,0,14257.87663,0,1,1
0,65,0,1,1,8593.123364,0,1,1
0,58,0,1,1,1274.209027,0,1,0
0,40,0,2,1,4702.102402,0,1,1
0,43,0,1,0,954.4112304,0,1,0
0,32,0,2,0,10752.74956,0,1,1
0,40,1,1,1,7647.070572,1,1,0
0,52,0,1,1,13591.28399,1,1,0
0,30,1,3,1,2019.162129,0,1,0
0,37,0,1,0,2831.921271,0,1,1
0,49,1,4,0,29414.77913,0,1,0
0,51,0,3,1,19466.39652,1,1,1
0,55,1,1,1,9590.186095,0,1,0
0,37,1,3,0,11417.84079,1,1,1
0,20,1,1,0,2628.205323,0,1,0
0,59,0,0,1,2393.505213,1,1,1
0,49,0,3,1,1491.586201,1,1,0
0,57,1,2,1,4083.698414,2,1,0
0,49,0,1,1,8038.341856,0,1,1
0,18,1,2,0,14004.76802,0,1,0
0,26,1,0,1,3359.17688,0,1,1
0,45,1,1,1,990.75092,1,1,1
0,61,1,2,1,7044.564245,0,1,0
0,49,1,2,1,7843.046928,0,1,1
0,45,0,2,1,17287.71373,0,1,0
0,34,0,2,0,2262.245174,1,1,0
0,43,1,1,0,3121.414275,0,1,1
0,54,1,2,1,4240.545235,2,1,1
0,62,0,3,1,3397.446659,0,1,0
0,41,0,1,1,7783.568448,1,1,1
0,36,1,0,1,1244.110687,1,1,1
0,47,0,3,1,1863.594558,0,1,0
0,60,0,3,1,22731.36913,0,1,0
0,45,1,1,1,1783.374519,0,1,1
0,20,0,2,0,1667.511599,0,1,0
0,38,0,1,1,3259.703932,0,1,1
0,60,0,1,0,3000.633916,0,1,1
0,53,0,2,0,13414.00577,1,1,1
0,50,0,1,1,1961.278238,0,1,1
0,66,1,1,1,7955.53368,2,1,0
0,34,1,2,0,7716.744814,1,1,0
0,49,1,1,1,5415.847786,0,1,0
0,42,1,1,0,1096.171104,0,1,1
0,29,1,1,1,14726.47332,0,1,0
0,34,0,3,1,6899.166872,0,1,1
0,55,1,3,1,23663.51765,0,0,0
0,47,1,2,1,12587.80326,0,1,0
0,32,0,2,0,7124.902531,0,1,0
0,38,0,2,0,18846.64585,1,1,1
0,29,0,3,0,20035.25612,0,1,1
0,30,1,1,0,1657.543404,1,0,1
0,36,1,1,1,9700.66597,0,1,1
0,51,1,1,1,4906.769459,0,1,0
0,35,0,1,1,10272.9818,0,1,0
0,57,0,2,1,1764.224922,0,1,0
0,41,0,2,1,7337.362141,0,1,1
0,38,1,1,0,8194.160968,0,1,1
0,39,1,2,1,2186.9754,1,1,1
0,33,1,1,0,7168.298939,0,1,0
0,57,0,2,0,7784.439633,1,1,1
0,54,0,2,1,2937.875542,1,1,0
0,21,1,0,0,914.1011963,0,1,0
0,21,0,4,0,27212.82401,0,1,0
0,47,0,3,1,11662.93439,0,1,0
0,40,0,0,0,664.688269,1,1,0
0,32,0,1,1,2651.805645,0,1,0
0,37,1,3,0,3714.610944,0,1,1
0,35,0,1,0,5307.66292,0,1,0
0,26,0,0,0,1095.63665,0,1,1
0,54,1,4,1,3260.113723,0,1,1
0,40,1,0,0,1234.96992,0,1,0
1,60,1,0,0,6772.496157,0,1,1
0,60,1,4,1,21914.29927,0,1,0
0,37,0,0,1,1329.965327,0,1,1
0,37,1,2,0,7285.379246,0,1,1
0,31,0,2,0,15579.40391,0,1,1
0,26,1,4,1,21568.78924,1,1,1
0,31,0,0,1,2289.993809,0,1,1
0,19,0,2,0,2895.687081,0,1,0
0,65,1,1,1,4289.541701,0,1,0
0,37,0,2,1,13786.90542,0,1,1
0,32,0,3,1,7265.357604,0,1,1
0,39,0,1,0,7666.107801,1,1,0
0,43,0,1,1,9282.178516,0,1,1
0,21,0,2,0,15433.49768,0,1,0
0,45,0,1,1,2654.297618,1,1,1
0,61,0,0,1,5803.71308,0,1,1
0,55,1,3,1,6404.28035,0,1,1
0,57,0,2,1,9877.94516,1,1,1
0,37,1,2,0,11528.17961,0,1,0
0,50,0,2,0,1339.713623,1,1,0
0,46,0,3,1,12789.65921,1,1,0
0,27,1,2,0,1574.009762,0,1,1
0,36,0,2,1,2716.019433,0,1,0
0,35,1,0,1,1134.706889,0,1,1
0,25,0,0,0,842.7231208,0,1,1
0,35,1,2,1,13045.4879,0,1,0
0,30,0,0,1,2389.915527,0,1,0
0,27,1,2,0,4753.95407,1,1,0
0,22,0,2,1,1803.46533,0,1,0
0,18,0,0,0,4893.208778,0,1,0
0,17,0,2,0,2306.639543,0,1,0
0,57,0,0,1,2404.550306,0,1,0
0,44,0,1,1,9122.554471,0,1,0
0,52,0,0,1,2250.798293,0,1,0
0,22,1,2,0,2682.712941,0,1,1
0,33,1,2,0,2896.928809,1,1,1
0,26,1,0,0,1169.429131,1,1,1
0,49,0,0,1,1600.545493,1,1,1
0,33,0,1,0,5030.369915,0,1,0
0,17,1,0,0,988.1881551,0,1,0
0,33,0,1,1,3792.205974,1,1,0
0,35,1,1,1,6601.210249,0,1,0
0,21,1,2,0,10759.07767,0,1,0
0,33,0,1,0,7883.56288,0,1,1
0,55,1,0,1,12895.19012,0,1,0
0,24,0,1,1,1232.588979,0,1,0
0,51,0,1,1,5291.694277,0,1,1
0,59,0,0,0,8354.024976,0,1,1
0,35,0,1,1,960.8079519,1,1,0
0,18,1,2,0,3581.746905,0,1,0
1,23,1,1,0,4478.394521,0,1,1
0,24,0,0,0,1587.057467,0,1,0
0,28,0,3,0,12724.12873,0,1,0
0,41,0,3,1,6503.442225,1,1,0
0,60,1,3,1,2159.96697,0,1,1
0,61,0,2,1,2595.581699,1,1,1
0,29,1,1,0,6630.298132,1,1,1
0,39,1,1,1,4180.054175,0,1,0
0,61,0,0,1,2172.721167,0,1,1
0,53,1,0,1,952.3513855,0,1,0
0,18,1,3,0,11661.89844,0,1,0
0,58,0,2,0,3190.117626,1,1,0
0,47,0,0,1,800.4546314,0,1,1
0,47,0,1,1,1414.619948,1,1,0
0,53,0,2,1,11266.48131,0,1,0
0,26,1,2,0,4114.206321,0,1,1
0,56,1,1,1,2329.741582,0,1,1
0,40,1,0,1,4516.480624,0,1,1
0,43,0,0,1,8473.586395,0,1,1
1,27,0,3,1,15452.87822,0,1,1
0,54,0,2,1,10351.51517,0,1,1
0,64,0,0,1,2085.665584,0,1,1
0,41,0,2,1,8847.336859,0,1,1
0,20,1,1,0,7745.625499,0,1,0
0,48,0,3,1,3716.605319,1,1,1
0,48,0,3,1,19079.27196,0,1,1
0,24,0,2,0,14007.35386,0,1,0
0,66,1,2,1,14639.35123,0,1,1
0,62,1,0,1,12160.25376,1,1,1
0,43,1,1,1,7938.232169,0,0,0
1,23,1,2,0,13124.40935,0,1,1
0,56,1,1,1,1783.569245,0,1,0
0,53,0,1,1,2968.484857,0,1,1
0,39,0,3,0,8837.509115,0,1,0
0,55,1,0,1,2077.945843,1,0,1
0,24,1,2,1,1598.579103,1,1,1
0,32,0,1,1,5147.704676,0,1,0
0,54,1,2,1,12419.17244,0,1,1
0,62,0,0,1,1354.164009,0,1,1
0,32,0,3,0,10536.93043,0,1,1
0,23,0,3,0,16313.81653,1,0,1
0,34,0,0,1,1764.275679,0,1,1
0,51,1,1,1,3053.950134,0,1,1
0,63,0,0,1,2551.335967,0,1,1
1,24,1,1,0,6122.945756,0,1,1
0,50,1,3,1,13166.09645,0,1,0
0,66,0,1,0,4599.062176,0,1,1
0,35,0,2,0,12090.04717,1,1,1
0,18,0,2,0,2357.877772,1,1,0
0,61,1,1,1,11986.69117,0,1,1
0,40,1,1,1,3205.486616,0,1,0
0,64,0,2,1,14816.1877,0,1,0
0,46,0,1,1,2306.772257,0,1,0
0,33,1,3,0,17336.95637,0,1,1
0,48,1,0,0,800.0387616,0,1,1
0,49,1,1,1,6035.861837,0,1,1
0,26,0,2,0,4094.049197,0,1,0
0,55,1,1,1,5460.854488,0,1,1
0,34,0,2,0,15139.52672,0,1,0
0,34,0,0,0,3048.153853,1,1,1
0,52,0,1,1,4065.926892,0,1,1
0,41,0,1,1,1994.255972,0,1,0
0,27,0,3,1,1841.651234,0,1,1
0,64,1,4,1,6949.399343,0,1,0
0,49,1,1,1,7300.874187,0,1,0
0,32,0,1,0,5028.579873,1,1,1
0,54,1,3,0,17267.25807,0,1,0
0,59,0,1,1,6148.474378,0,1,0
0,26,1,4,0,19495.47214,0,1,0
0,65,1,0,1,1689.055176,0,1,0
0,23,0,2,0,2185.473497,0,1,1
0,31,1,2,0,14166.89973,1,1,0
0,62,1,2,0,1748.442322,0,1,1
0,62,0,3,1,15030.74103,0,1,0
0,17,1,0,0,1386.522238,0,1,0
0,43,0,1,0,10317.90126,0,1,1
0,48,1,3,1,19868.0613,0,1,0
0,17,1,1,0,4258.961642,0,1,0
0,52,1,2,0,15147.90614,1,1,1
0,48,0,2,1,14846.04505,0,1,0
0,39,1,0,1,8063.715439,0,1,1
0,29,1,3,0,21758.65113,0,1,1
0,28,1,4,0,19982.24977,0,1,1
0,48,0,2,1,17888.67745,1,1,0
0,25,0,2,1,12168.07884,1,1,1
0,44,0,3,0,11346.10081,1,1,1
0,55,1,3,1,8709.328448,0,1,0
0,57,1,1,0,1171.709186,0,1,1
0,37,0,4,1,27514.60128,0,1,1
0,32,0,2,0,4852.582391,0,1,0
0,23,0,0,0,1478.932728,0,1,1
0,42,0,2,1,3926.756992,0,1,0
0,37,0,2,1,4767.938193,0,1,1
0,46,1,2,1,9538.13098,1,1,1
0,27,0,1,1,6871.134341,0,1,0
0,33,1,1,1,6532.607604,1,1,1
0,53,0,1,0,1104.460694,1,1,1
0,61,0,0,1,1112.073463,0,1,0
0,26,1,3,0,2457.703178,0,1,1
0,56,1,0,1,1649.431461,0,0,0
0,42,0,2,1,15810.27981,0,1,0
0,27,1,1,1,8848.693318,0,1,1
0,43,0,3,0,22036.90696,0,1,1
0,49,1,2,1,1920.690035,0,1,0
0,45,1,2,1,14732.74677,1,1,1
0,36,0,3,1,9951.699567,0,1,0
0,64,0,2,1,6382.37161,0,1,1
1,36,1,3,0,16770.50247,1,1,0
0,61,0,0,1,2533.683486,0,0,1
0,45,0,2,1,10345.60038,1,1,0
0,37,0,0,1,2259.911049,1,1,1
0,61,1,2,1,1511.982957,0,1,1
0,66,0,0,1,1315.624963,0,1,1
0,66,0,0,1,4620.260825,1,1,0
0,40,1,2,1,6474.515684,1,1,0
0,45,1,3,1,21103.12146,1,1,0
0,45,1,0,1,1991.079963,0,1,0
0,27,0,1,0,3313.743903,0,1,0
0,54,1,0,1,2266.061944,1,1,1
